"","state_fips","age","gender","college_degree","white_non_hisp","hispanic","votereg","pol_identity","news_engaged","citizen","urban_resident","rural_resident","investor","evangelical","married","union_member","home_owner","income_bucket","military_service","parent","heterosexual","noaa_cost_pc","cdc_svi_socioecon","cdc_svi_demo","cdc_svi_race","cdc_svi_housing","climate_change_worry"
"3941","06",53,"Male","Degree","White","Non-Hispanic","Registered","Independent","Engaged","Citizen","Non-Urban","Non-Rural","Investor","Non-Evangelical","Married","Union","Owner","$100,000 or more","Non-Military","Non-Parent","Heterosexual",0.00383124692864869,0.620815517241379,0.556781034482759,0.800763793103448,0.701403448275862,"0"
"3942","42",47,"Female","No Degree","White","Non-Hispanic"," Unregistered","Other","Disengaged","Citizen","Non-Urban","Non-Rural","Non-Investor","Non-Evangelical","Married","Non-Union","Owner","$30,000 - $59,999","Non-Military","Parent","Heterosexual",0.00214868954138767,0.355873134328358,0.359571641791045,0.314155223880597,0.538041791044776,"1"
"3943","12",80,"Male","No Degree","White","Non-Hispanic","Registered","Other","Engaged","Citizen","Non-Urban","Non-Rural","Investor","Non-Evangelical","Married","Union","Non-Owner","$30,000 - $59,999","Military","Non-Parent","Heterosexual",0.0181865477225097,0.69554776119403,0.573580597014925,0.688122388059701,0.686088059701493,"0"
"3944","21",41,"Female","No Degree","White","Non-Hispanic","Registered","Independent","Disengaged","Citizen","Urban","Non-Rural","Non-Investor","Non-Evangelical","Unmarried","Union","Owner","$30,000 - $59,999","Non-Military","Parent","Heterosexual",0.00601834699890368,0.573104166666667,0.529145,0.230761666666667,0.561058333333333,"1"
"3945","49",24,"Female","Degree","White","Non-Hispanic","Registered","Republican","Engaged","Citizen","Non-Urban","Non-Rural","Non-Investor","Non-Evangelical","Unmarried","Union","Owner","$30,000 - $59,999","Non-Military","Parent","Heterosexual",0.00108248204322006,0.337196551724138,0.471320689655172,0.42101724137931,0.308220689655172,"1"
"3946","12",47,"Female","Degree","Non-White","Non-Hispanic","Registered","Independent","Engaged","Citizen","Urban","Non-Rural","Investor","Evangelical","Married","Union","Owner","$60,000 - $99,999","Non-Military","Non-Parent","Heterosexual",0.0181865477225097,0.69554776119403,0.573580597014925,0.688122388059701,0.686088059701493,"1"
"3947","05",19,"Male","No Degree","Non-White","Unknown","Registered","Republican","Engaged","Citizen","Non-Urban","Non-Rural","Non-Investor","Non-Evangelical","Married","Union","Owner","$60,000 - $99,999","Non-Military","Non-Parent","Heterosexual",0.00777810930280287,0.636222666666667,0.710584,0.552954666666667,0.580853333333333,"1"
"3948","48",51,"Female","No Degree","Non-White","Non-Hispanic","Registered","Democrat","Disengaged","Citizen","Urban","Non-Rural","Non-Investor","Evangelical","Unmarried","Union","Non-Owner","$100,000 or more","Non-Military","Parent","Heterosexual",0.0139091199085764,0.673292913385827,0.739432677165354,0.775565748031496,0.56062874015748,"1"
"3949","54",53,"Female","No Degree","Non-White","Non-Hispanic","Registered","Democrat","Engaged","Citizen","Non-Urban","Non-Rural","Non-Investor","Non-Evangelical","Unmarried","Union","Non-Owner","$30,000 - $59,999","Non-Military","Parent","Heterosexual",0.00433936000630744,0.520347272727273,0.34756,0.147767272727273,0.513441818181818,"1"
"3950","36",60,"Male","Degree","Non-White","Non-Hispanic","Registered","Independent","Engaged","Citizen","Urban","Non-Rural","Investor","Non-Evangelical","Married","Union","Owner","Less than $30,000","Non-Military","Non-Parent","Heterosexual",0.00404934290740449,0.400477419354839,0.321740322580645,0.449170967741935,0.6973,"1"
"3951","29",64,"Male","Degree","White","Non-Hispanic","Registered","Republican","Engaged","Citizen","Non-Urban","Rural","Non-Investor","Non-Evangelical","Unmarried","Union","Non-Owner","$30,000 - $59,999","Military","Non-Parent","Heterosexual",0.00886472337367179,0.557565217391304,0.474350434782609,0.263209565217391,0.459541739130435,"0"
"3952","21",54,"Female","No Degree","White","Non-Hispanic"," Unregistered","Republican","Engaged","Citizen","Non-Urban","Non-Rural","Non-Investor","Non-Evangelical","Married","Union","Non-Owner","Less than $30,000","Non-Military","Non-Parent","Heterosexual",0.00601834699890368,0.573104166666667,0.529145,0.230761666666667,0.561058333333333,"0"
"3953","16",34,"Female","Degree","White","Non-Hispanic","Registered","Independent","Disengaged","Citizen","Urban","Non-Rural","Investor","Non-Evangelical","Unmarried","Union","Non-Owner","$100,000 or more","Non-Military","Parent","Heterosexual",0.00414116228761377,0.548061363636364,0.527481818181818,0.459056818181818,0.339602272727273,"0"
"3954","48",75,"Female","No Degree","White","Non-Hispanic","Registered","Republican","Engaged","Citizen","Non-Urban","Rural","Non-Investor","Non-Evangelical","Unmarried","Non-Union","Non-Owner","$60,000 - $99,999","Non-Military","Non-Parent","Heterosexual",0.0139091199085764,0.673292913385827,0.739432677165354,0.775565748031496,0.56062874015748,"0"
"3955","13",38,"Female","No Degree","Non-White","Non-Hispanic","Registered","Democrat","Disengaged","Citizen","Non-Urban","Non-Rural","Non-Investor","Non-Evangelical","Married","Union","Owner","$30,000 - $59,999","Non-Military","Non-Parent","Non-Heterosexual",0.00423069158820454,0.77747358490566,0.604136477987421,0.728794339622642,0.583030817610063,"1"
"3956","36",67,"Female","No Degree","White","Non-Hispanic","Registered","Republican","Engaged","Citizen","Non-Urban","Non-Rural","Investor","Non-Evangelical","Unmarried","Union","Non-Owner","$100,000 or more","Non-Military","Non-Parent","Heterosexual",0.00404934290740449,0.400477419354839,0.321740322580645,0.449170967741935,0.6973,"1"
"3957","19",54,"Female","No Degree","White","Non-Hispanic","Registered","Independent","Engaged","Citizen","Non-Urban","Rural","Non-Investor","Non-Evangelical","Unmarried","Union","Owner","$30,000 - $59,999","Non-Military","Non-Parent","Heterosexual",0.0191466740482339,0.168554545454545,0.392081818181818,0.250541414141414,0.322393939393939,"0"
"3958","37",39,"Male","Degree","White","Non-Hispanic","Registered","Democrat","Engaged","Citizen","Non-Urban","Non-Rural","Investor","Non-Evangelical","Married","Non-Union","Non-Owner","$60,000 - $99,999","Non-Military","Non-Parent","Non-Heterosexual",0.00847006980403823,0.712367,0.643493,0.657192,0.58817,"1"
"3959","04",79,"Female","No Degree","White","Non-Hispanic","Registered","Independent","Engaged","Citizen","Non-Urban","Rural","Investor","Non-Evangelical","Unmarried","Union","Non-Owner","$60,000 - $99,999","Non-Military","Non-Parent","Heterosexual",0.00141450951470102,0.75204,0.788126666666667,0.840153333333333,0.797093333333333,"0"
"3960","45",22,"Male","No Degree","White","Non-Hispanic"," Unregistered","Republican","Disengaged","Citizen","Non-Urban","Non-Rural","Investor","Non-Evangelical","Married","Union","Owner","$60,000 - $99,999","Military","Non-Parent","Heterosexual",0.00736409023759658,0.755986956521739,0.65945652173913,0.791908695652174,0.715617391304348,"0"
"3961","06",49,"Male","No Degree","White","Non-Hispanic","Registered","Democrat","Engaged","Citizen","Non-Urban","Non-Rural","Non-Investor","Non-Evangelical","Married","Union","Owner","Less than $30,000","Non-Military","Non-Parent","Heterosexual",0.00383124692864869,0.620815517241379,0.556781034482759,0.800763793103448,0.701403448275862,"0"
"3962","36",70,"Male","Degree","White","Non-Hispanic","Registered","Democrat","Engaged","Citizen","Non-Urban","Rural","Investor","Non-Evangelical","Unmarried","Union","Non-Owner","$100,000 or more","Non-Military","Non-Parent","Heterosexual",0.00404934290740449,0.400477419354839,0.321740322580645,0.449170967741935,0.6973,"1"
"3963","34",33,"Female","Degree","White","Non-Hispanic","Registered","Democrat","Engaged","Citizen","Urban","Non-Rural","Investor","Non-Evangelical","Unmarried","Union","Non-Owner","$100,000 or more","Military","Parent","Heterosexual",0.00681490539769011,0.456828571428571,0.391071428571429,0.734838095238095,0.562019047619048,"1"
"3964","39",30,"Male","No Degree","White","Non-Hispanic","Registered","Democrat","Disengaged","Citizen","Non-Urban","Non-Rural","Non-Investor","Non-Evangelical","Married","Union","Non-Owner","Less than $30,000","Non-Military","Non-Parent","Heterosexual",0.00256478313409527,0.367661363636364,0.402190909090909,0.275798863636364,0.419513636363636,"1"
"3965","42",55,"Male","No Degree","White","Non-Hispanic","Registered","Democrat","Engaged","Citizen","Non-Urban","Non-Rural","Investor","Non-Evangelical","Unmarried","Union","Non-Owner","Less than $30,000","Non-Military","Non-Parent","Heterosexual",0.00214868954138767,0.355873134328358,0.359571641791045,0.314155223880597,0.538041791044776,"1"
"3966","06",38,"Female","Degree","White","Non-Hispanic","Registered","Independent","Disengaged","Citizen","Urban","Non-Rural","Investor","Non-Evangelical","Unmarried","Non-Union","Non-Owner","$100,000 or more","Non-Military","Non-Parent","Heterosexual",0.00383124692864869,0.620815517241379,0.556781034482759,0.800763793103448,0.701403448275862,"0"
"3967","38",69,"Female","No Degree","White","Non-Hispanic","Registered","Independent","Engaged","Citizen","Urban","Non-Rural","Investor","Non-Evangelical","Unmarried","Non-Union","Non-Owner","$100,000 or more","Non-Military","Non-Parent","Heterosexual",0.0426541099433111,0.160249056603774,0.26072641509434,0.307933962264151,0.385122641509434,"1"
"3968","06",37,"Female","No Degree","Non-White","Unknown","Registered","Democrat","Engaged","Citizen","Non-Urban","Non-Rural","Non-Investor","Non-Evangelical","Unmarried","Union","Owner","$30,000 - $59,999","Non-Military","Parent","Heterosexual",0.00383124692864869,0.620815517241379,0.556781034482759,0.800763793103448,0.701403448275862,"1"
"3969","29",73,"Female","Degree","White","Non-Hispanic","Registered","Republican","Engaged","Citizen","Non-Urban","Non-Rural","Investor","Non-Evangelical","Unmarried","Union","Non-Owner","$30,000 - $59,999","Non-Military","Non-Parent","Heterosexual",0.00886472337367179,0.557565217391304,0.474350434782609,0.263209565217391,0.459541739130435,"1"
"3970","48",34,"Female","No Degree","Non-White","Hispanic","Registered","Independent","Engaged","Citizen","Urban","Non-Rural","Non-Investor","Evangelical","Unmarried","Union","Owner","Less than $30,000","Non-Military","Parent","Heterosexual",0.0139091199085764,0.673292913385827,0.739432677165354,0.775565748031496,0.56062874015748,"1"
"3971","12",63,"Female","Degree","White","Non-Hispanic","Registered","Republican","Engaged","Citizen","Non-Urban","Non-Rural","Non-Investor","Evangelical","Unmarried","Union","Non-Owner","$100,000 or more","Non-Military","Non-Parent","Heterosexual",0.0181865477225097,0.69554776119403,0.573580597014925,0.688122388059701,0.686088059701493,"0"
"3972","39",25,"Male","Degree","White","Non-Hispanic","Registered","Independent","Disengaged","Citizen","Non-Urban","Non-Rural","Investor","Non-Evangelical","Married","Union","Owner","$30,000 - $59,999","Non-Military","Non-Parent","Heterosexual",0.00256478313409527,0.367661363636364,0.402190909090909,0.275798863636364,0.419513636363636,"1"
"3973","08",53,"Male","No Degree","Non-White","Hispanic","Registered","Democrat","Engaged","Citizen","Non-Urban","Non-Rural","Investor","Non-Evangelical","Unmarried","Union","Non-Owner","$60,000 - $99,999","Non-Military","Non-Parent","Non-Heterosexual",0.00803753021049851,0.471384375,0.413021875,0.605675,0.4271171875,"1"
"3974","36",38,"Male","Degree","White","Non-Hispanic","Registered","Democrat","Engaged","Citizen","Urban","Non-Rural","Non-Investor","Evangelical","Unmarried","Union","Non-Owner","$60,000 - $99,999","Non-Military","Parent","Heterosexual",0.00404934290740449,0.400477419354839,0.321740322580645,0.449170967741935,0.6973,"0"
"3975","17",82,"Female","Degree","White","Non-Hispanic","Registered","Republican","Engaged","Citizen","Non-Urban","Non-Rural","Investor","Evangelical","Married","Union","Non-Owner","Less than $30,000","Non-Military","Non-Parent","Heterosexual",0.00426301647044767,0.315191176470588,0.415810784313725,0.326723529411765,0.419964705882353,"0"
"3976","13",33,"Female","Degree","Non-White","Unknown","Registered","Democrat","Disengaged","Citizen","Urban","Non-Rural","Investor","Non-Evangelical","Unmarried","Union","Non-Owner","$100,000 or more","Non-Military","Parent","Heterosexual",0.00423069158820454,0.77747358490566,0.604136477987421,0.728794339622642,0.583030817610063,"1"
"3977","53",73,"Male","Degree","White","Non-Hispanic","Registered","Democrat","Engaged","Citizen","Urban","Non-Rural","Investor","Non-Evangelical","Unmarried","Union","Non-Owner","$60,000 - $99,999","Non-Military","Non-Parent","Non-Heterosexual",0.00117107440316624,0.468507692307692,0.5441,0.587328205128205,0.5843,"1"
"3978","19",29,"Male","Degree","White","Non-Hispanic","Registered","Democrat","Engaged","Citizen","Non-Urban","Rural","Non-Investor","Non-Evangelical","Unmarried","Union","Non-Owner","$60,000 - $99,999","Non-Military","Non-Parent","Heterosexual",0.0191466740482339,0.168554545454545,0.392081818181818,0.250541414141414,0.322393939393939,"1"
"3979","13",40,"Female","Degree","Non-White","Non-Hispanic","Registered","Other","Disengaged","Citizen","Urban","Non-Rural","Non-Investor","Non-Evangelical","Unmarried","Union","Owner","$30,000 - $59,999","Non-Military","Parent","Heterosexual",0.00423069158820454,0.77747358490566,0.604136477987421,0.728794339622642,0.583030817610063,"0"
"3980","34",33,"Female","No Degree","Non-White","Non-Hispanic","Registered","Other","Disengaged","Citizen","Non-Urban","Non-Rural","Non-Investor","Non-Evangelical","Unmarried","Non-Union","Owner","$60,000 - $99,999","Non-Military","Parent","Heterosexual",0.00681490539769011,0.456828571428571,0.391071428571429,0.734838095238095,0.562019047619048,"1"
"3981","17",29,"Female","Degree","White","Non-Hispanic","Registered","Democrat","Disengaged","Citizen","Non-Urban","Non-Rural","Investor","Non-Evangelical","Unmarried","Union","Non-Owner","$100,000 or more","Non-Military","Non-Parent","Non-Heterosexual",0.00426301647044767,0.315191176470588,0.415810784313725,0.326723529411765,0.419964705882353,"1"
"3982","36",22,"Female","No Degree","Non-White","Non-Hispanic","Registered","Democrat","Disengaged","Citizen","Urban","Non-Rural","Non-Investor","Non-Evangelical","Married","Union","Owner","Less than $30,000","Non-Military","Parent","Heterosexual",0.00404934290740449,0.400477419354839,0.321740322580645,0.449170967741935,0.6973,"0"
"3983","56",39,"Male","Degree","White","Non-Hispanic","Registered","Democrat","Engaged","Citizen","Non-Urban","Non-Rural","Non-Investor","Non-Evangelical","Unmarried","Union","Non-Owner","$60,000 - $99,999","Military","Non-Parent","Heterosexual",0.00910011601672444,0.296952173913043,0.287126086956522,0.41,0.406078260869565,"1"
"3984","17",26,"Male","Degree","White","Non-Hispanic","Registered","Democrat","Engaged","Citizen","Non-Urban","Non-Rural","Investor","Non-Evangelical","Unmarried","Union","Non-Owner","$60,000 - $99,999","Non-Military","Non-Parent","Heterosexual",0.00426301647044767,0.315191176470588,0.415810784313725,0.326723529411765,0.419964705882353,"1"
"3985","53",55,"Female","No Degree","White","Non-Hispanic","Registered","Republican","Engaged","Citizen","Non-Urban","Non-Rural","Investor","Non-Evangelical","Unmarried","Union","Owner","Other","Non-Military","Non-Parent","Heterosexual",0.00117107440316624,0.468507692307692,0.5441,0.587328205128205,0.5843,"0"
"3986","37",46,"Female","No Degree","Non-White","Hispanic","Registered","Independent","Disengaged","Citizen","Non-Urban","Non-Rural","Investor","Non-Evangelical","Married","Union","Non-Owner","$100,000 or more","Non-Military","Parent","Heterosexual",0.00847006980403823,0.712367,0.643493,0.657192,0.58817,"0"
"3987","01",58,"Female","No Degree","White","Non-Hispanic","Registered","Republican","Disengaged","Citizen","Non-Urban","Rural","Non-Investor","Non-Evangelical","Married","Union","Non-Owner","Less than $30,000","Non-Military","Non-Parent","Heterosexual",0.0100514339167713,0.691658208955224,0.636502985074627,0.680671641791045,0.524840298507463,"1"
"3988","21",35,"Male","No Degree","White","Non-Hispanic","Registered","Democrat","Engaged","Citizen","Urban","Non-Rural","Non-Investor","Evangelical","Unmarried","Union","Owner","Less than $30,000","Non-Military","Non-Parent","Heterosexual",0.00601834699890368,0.573104166666667,0.529145,0.230761666666667,0.561058333333333,"1"
"3989","17",38,"Male","No Degree","Non-White","Non-Hispanic","Registered","Democrat","Disengaged","Citizen","Urban","Non-Rural","Non-Investor","Evangelical","Married","Union","Owner","Less than $30,000","Non-Military","Parent","Heterosexual",0.00426301647044767,0.315191176470588,0.415810784313725,0.326723529411765,0.419964705882353,"1"
"3990","39",62,"Female","Degree","White","Non-Hispanic","Registered","Republican","Engaged","Citizen","Non-Urban","Rural","Non-Investor","Non-Evangelical","Unmarried","Non-Union","Non-Owner","$100,000 or more","Non-Military","Non-Parent","Heterosexual",0.00256478313409527,0.367661363636364,0.402190909090909,0.275798863636364,0.419513636363636,"0"
"3991","48",62,"Female","Degree","White","Non-Hispanic","Registered","Independent","Engaged","Citizen","Non-Urban","Non-Rural","Investor","Non-Evangelical","Married","Union","Owner","$30,000 - $59,999","Non-Military","Non-Parent","Heterosexual",0.0139091199085764,0.673292913385827,0.739432677165354,0.775565748031496,0.56062874015748,"1"
"3992","48",66,"Male","No Degree","White","Non-Hispanic","Registered","Republican","Engaged","Citizen","Non-Urban","Rural","Investor","Non-Evangelical","Married","Union","Non-Owner","$60,000 - $99,999","Non-Military","Parent","Heterosexual",0.0139091199085764,0.673292913385827,0.739432677165354,0.775565748031496,0.56062874015748,"0"
"3993","36",32,"Female","No Degree","Non-White","Unknown","Registered","Other","Disengaged","Citizen","Urban","Non-Rural","Non-Investor","Non-Evangelical","Married","Union","Owner","$30,000 - $59,999","Non-Military","Non-Parent","Heterosexual",0.00404934290740449,0.400477419354839,0.321740322580645,0.449170967741935,0.6973,"1"
"3994","12",42,"Male","No Degree","Non-White","Hispanic","Registered","Republican","Engaged","Citizen","Urban","Non-Rural","Non-Investor","Non-Evangelical","Married","Union","Owner","Other","Non-Military","Non-Parent","Heterosexual",0.0181865477225097,0.69554776119403,0.573580597014925,0.688122388059701,0.686088059701493,"1"
"3995","40",56,"Male","No Degree","White","Non-Hispanic","Registered","Republican","Disengaged","Citizen","Non-Urban","Rural","Non-Investor","Evangelical","Married","Union","Non-Owner","$30,000 - $59,999","Non-Military","Non-Parent","Heterosexual",0.0107056595821421,0.641307792207792,0.750115584415584,0.677501298701299,0.509587012987013,"0"
"3996","17",26,"Male","No Degree","White","Non-Hispanic"," Unregistered","Other","Disengaged","Citizen","Urban","Non-Rural","Non-Investor","Evangelical","Married","Union","Owner","Less than $30,000","Non-Military","Non-Parent","Heterosexual",0.00426301647044767,0.315191176470588,0.415810784313725,0.326723529411765,0.419964705882353,"1"
"3997","19",22,"Male","Degree","White","Non-Hispanic","Registered","Independent","Engaged","Citizen","Non-Urban","Non-Rural","Non-Investor","Non-Evangelical","Married","Union","Owner","Less than $30,000","Non-Military","Non-Parent","Non-Heterosexual",0.0191466740482339,0.168554545454545,0.392081818181818,0.250541414141414,0.322393939393939,"1"
"3998","42",62,"Female","Degree","White","Non-Hispanic","Registered","Republican","Engaged","Citizen","Non-Urban","Rural","Investor","Non-Evangelical","Unmarried","Union","Non-Owner","$30,000 - $59,999","Non-Military","Non-Parent","Heterosexual",0.00214868954138767,0.355873134328358,0.359571641791045,0.314155223880597,0.538041791044776,"0"
"3999","34",78,"Male","No Degree","White","Non-Hispanic","Registered","Independent","Engaged","Citizen","Non-Urban","Non-Rural","Non-Investor","Non-Evangelical","Unmarried","Union","Non-Owner","$60,000 - $99,999","Military","Non-Parent","Heterosexual",0.00681490539769011,0.456828571428571,0.391071428571429,0.734838095238095,0.562019047619048,"1"
"4000","36",22,"Female","Degree","Non-White","Unknown","Registered","Democrat","Disengaged","Citizen","Non-Urban","Rural","Investor","Non-Evangelical","Married","Union","Owner","$100,000 or more","Non-Military","Non-Parent","Heterosexual",0.00404934290740449,0.400477419354839,0.321740322580645,0.449170967741935,0.6973,"0"
"4001","45",29,"Male","No Degree","White","Non-Hispanic","Registered","Democrat","Engaged","Citizen","Non-Urban","Rural","Investor","Non-Evangelical","Married","Non-Union","Non-Owner","$30,000 - $59,999","Non-Military","Non-Parent","Heterosexual",0.00736409023759658,0.755986956521739,0.65945652173913,0.791908695652174,0.715617391304348,"1"
"4002","25",74,"Female","Degree","White","Non-Hispanic","Registered","Democrat","Engaged","Citizen","Urban","Non-Rural","Investor","Non-Evangelical","Married","Union","Non-Owner","$60,000 - $99,999","Non-Military","Non-Parent","Heterosexual",0.0015134759717454,0.3052,0.322557142857143,0.577914285714286,0.574042857142857,"1"
"4003","48",61,"Male","No Degree","White","Non-Hispanic","Registered","Independent","Engaged","Citizen","Urban","Non-Rural","Investor","Evangelical","Unmarried","Union","Non-Owner","$60,000 - $99,999","Non-Military","Non-Parent","Heterosexual",0.0139091199085764,0.673292913385827,0.739432677165354,0.775565748031496,0.56062874015748,"1"
"4004","51",83,"Male","Degree","White","Non-Hispanic","Registered","Republican","Engaged","Citizen","Urban","Non-Rural","Investor","Non-Evangelical","Married","Union","Non-Owner","$100,000 or more","Military","Non-Parent","Heterosexual",0.00280988744627281,0.482115789473684,0.382191729323308,0.594906015037594,0.432765413533835,"0"
"4005","17",83,"Male","No Degree","White","Non-Hispanic","Registered","Independent","Engaged","Citizen","Non-Urban","Non-Rural","Investor","Non-Evangelical","Unmarried","Union","Non-Owner","$100,000 or more","Military","Non-Parent","Heterosexual",0.00426301647044767,0.315191176470588,0.415810784313725,0.326723529411765,0.419964705882353,"1"
"4006","13",71,"Female","No Degree","White","Non-Hispanic","Registered","Republican","Disengaged","Citizen","Urban","Non-Rural","Non-Investor","Non-Evangelical","Married","Union","Owner","Less than $30,000","Non-Military","Non-Parent","Heterosexual",0.00423069158820454,0.77747358490566,0.604136477987421,0.728794339622642,0.583030817610063,"1"
"4007","06",77,"Male","No Degree","White","Non-Hispanic","Registered","Republican","Disengaged","Citizen","Non-Urban","Non-Rural","Investor","Non-Evangelical","Unmarried","Union","Non-Owner","$60,000 - $99,999","Non-Military","Non-Parent","Heterosexual",0.00383124692864869,0.620815517241379,0.556781034482759,0.800763793103448,0.701403448275862,"0"
"4008","01",66,"Female","No Degree","White","Non-Hispanic","Registered","Republican","Engaged","Citizen","Non-Urban","Non-Rural","Investor","Evangelical","Unmarried","Union","Non-Owner","$100,000 or more","Non-Military","Non-Parent","Heterosexual",0.0100514339167713,0.691658208955224,0.636502985074627,0.680671641791045,0.524840298507463,"0"
"4009","39",82,"Female","Degree","Non-White","Non-Hispanic","Registered","Democrat","Engaged","Citizen","Non-Urban","Rural","Non-Investor","Evangelical","Unmarried","Union","Owner","$30,000 - $59,999","Non-Military","Non-Parent","Heterosexual",0.00256478313409527,0.367661363636364,0.402190909090909,0.275798863636364,0.419513636363636,"1"
"4010","36",20,"Female","No Degree","Non-White","Non-Hispanic"," Unregistered","Independent","Engaged","Citizen","Urban","Non-Rural","Non-Investor","Evangelical","Unmarried","Union","Owner","Less than $30,000","Non-Military","Non-Parent","Non-Heterosexual",0.00404934290740449,0.400477419354839,0.321740322580645,0.449170967741935,0.6973,"1"
"4011","41",38,"Female","No Degree","White","Non-Hispanic","Registered","Democrat","Engaged","Citizen","Urban","Non-Rural","Non-Investor","Non-Evangelical","Unmarried","Union","Non-Owner","$30,000 - $59,999","Non-Military","Parent","Non-Heterosexual",0.00294791495580053,0.549383333333333,0.579794444444444,0.524566666666667,0.678488888888889,"1"
"4012","02",22,"Female","No Degree","Non-White","Hispanic"," Unregistered","Independent","Disengaged","Citizen","Non-Urban","Non-Rural","Non-Investor","Non-Evangelical","Married","Union","Owner","Less than $30,000","Non-Military","Non-Parent","Non-Heterosexual",0.00311297898909031,0.515076666666667,0.370323333333333,0.825316666666667,0.806183333333333,"1"
"4013","53",66,"Male","Degree","White","Non-Hispanic","Registered","Independent","Engaged","Citizen","Non-Urban","Rural","Investor","Non-Evangelical","Unmarried","Union","Non-Owner","$100,000 or more","Non-Military","Non-Parent","Heterosexual",0.00117107440316624,0.468507692307692,0.5441,0.587328205128205,0.5843,"0"
"4014","46",39,"Male","Degree","White","Non-Hispanic","Registered","Democrat","Engaged","Citizen","Non-Urban","Non-Rural","Investor","Non-Evangelical","Unmarried","Union","Non-Owner","$60,000 - $99,999","Non-Military","Parent","Heterosexual",0.0244442806353023,0.311569696969697,0.291342424242424,0.409160606060606,0.455963636363636,"1"
"4015","48",22,"Female","No Degree","Non-White","Unknown","Registered","Independent","Disengaged","Citizen","Non-Urban","Non-Rural","Non-Investor","Non-Evangelical","Married","Union","Owner","$30,000 - $59,999","Non-Military","Non-Parent","Heterosexual",0.0139091199085764,0.673292913385827,0.739432677165354,0.775565748031496,0.56062874015748,"1"
"4016","55",53,"Male","Degree","White","Non-Hispanic","Registered","Democrat","Engaged","Citizen","Urban","Non-Rural","Investor","Non-Evangelical","Unmarried","Union","Non-Owner","$100,000 or more","Non-Military","Non-Parent","Heterosexual",0.00358661714291748,0.240263888888889,0.263075,0.296373611111111,0.363701388888889,"1"
"4017","12",33,"Female","No Degree","White","Non-Hispanic","Registered","Democrat","Engaged","Citizen","Non-Urban","Non-Rural","Non-Investor","Non-Evangelical","Married","Union","Owner","$30,000 - $59,999","Non-Military","Parent","Non-Heterosexual",0.0181865477225097,0.69554776119403,0.573580597014925,0.688122388059701,0.686088059701493,"1"
"4018","55",51,"Female","Degree","White","Non-Hispanic","Registered","Republican","Engaged","Citizen","Non-Urban","Rural","Investor","Non-Evangelical","Unmarried","Union","Non-Owner","$30,000 - $59,999","Non-Military","Non-Parent","Heterosexual",0.00358661714291748,0.240263888888889,0.263075,0.296373611111111,0.363701388888889,"1"
"4019","28",78,"Male","No Degree","White","Non-Hispanic","Registered","Democrat","Engaged","Citizen","Urban","Non-Rural","Non-Investor","Evangelical","Unmarried","Union","Non-Owner","$30,000 - $59,999","Non-Military","Non-Parent","Heterosexual",0.0282948935684017,0.832418292682927,0.662086585365854,0.794542682926829,0.648437804878049,"1"
"4020","24",25,"Non-binary","No Degree","White","Non-Hispanic"," Unregistered","Democrat","Engaged","Citizen","Non-Urban","Non-Rural","Non-Investor","Non-Evangelical","Married","Union","Owner","$30,000 - $59,999","Non-Military","Non-Parent","Non-Heterosexual",0.00265997890557847,0.3442625,0.4133125,0.6573875,0.454004166666667,"1"
"4021","51",22,"Female","Degree","White","Non-Hispanic","Registered","Republican","Disengaged","Citizen","Urban","Non-Rural","Investor","Non-Evangelical","Unmarried","Union","Owner","$60,000 - $99,999","Non-Military","Non-Parent","Heterosexual",0.00280988744627281,0.482115789473684,0.382191729323308,0.594906015037594,0.432765413533835,"1"
"4022","34",56,"Male","No Degree","Non-White","Non-Hispanic"," Unregistered","Other","Disengaged","Non-Citizen","Urban","Non-Rural","Non-Investor","Non-Evangelical","Married","Union","Owner","Less than $30,000","Non-Military","Non-Parent","Non-Heterosexual",0.00681490539769011,0.456828571428571,0.391071428571429,0.734838095238095,0.562019047619048,"0"
"4023","41",58,"Male","No Degree","White","Non-Hispanic","Registered","Democrat","Engaged","Citizen","Non-Urban","Non-Rural","Investor","Non-Evangelical","Married","Union","Owner","$30,000 - $59,999","Non-Military","Parent","Heterosexual",0.00294791495580053,0.549383333333333,0.579794444444444,0.524566666666667,0.678488888888889,"1"
"4024","09",42,"Female","No Degree","Non-White","Hispanic"," Unregistered","Independent","Disengaged","Citizen","Non-Urban","Non-Rural","Non-Investor","Non-Evangelical","Unmarried","Union","Owner","$100,000 or more","Non-Military","Parent","Heterosexual",0.0028936324830182,0.3413875,0.3285,0.6081625,0.5165375,"1"
"4025","17",57,"Female","Degree","White","Non-Hispanic","Registered","Independent","Engaged","Citizen","Non-Urban","Non-Rural","Non-Investor","Non-Evangelical","Married","Union","Non-Owner","$30,000 - $59,999","Non-Military","Non-Parent","Heterosexual",0.00426301647044767,0.315191176470588,0.415810784313725,0.326723529411765,0.419964705882353,"1"
"4026","17",48,"Female","Degree","White","Non-Hispanic","Registered","Democrat","Engaged","Citizen","Urban","Non-Rural","Investor","Non-Evangelical","Unmarried","Non-Union","Non-Owner","$100,000 or more","Non-Military","Parent","Heterosexual",0.00426301647044767,0.315191176470588,0.415810784313725,0.326723529411765,0.419964705882353,"1"
